职位名称,详细链接,工作地点,薪资,公司名称,经验要求,学历,福利,职位信息
Java工程师（上海）,https://www.lagou.com/jobs/5558013.html,徐汇区,18k-25k,广州思迈特软件有限公司,5-10年,本科,晋升渠道 六险一金 福利多多,岗位职责：参与公司BI产品项目开发。任职要求：1、大学本科及以上学历，5年或以上Java应用开发经验，有产品开发经验优先；2、具备扎实的JAVA知识体系，熟悉Spring、Hibernate等框架；3、熟悉主流Web浏览器的开发模式和特性；4、熟悉SQL Server、DB2、Oracle等数据库，熟练掌握常见数据库的操作；5、熟悉Tomcat、Websphere等主流J2EE应用服务器；6、善于团队沟通和协作，逻辑思维能力强，能快速胜任工作。
java开发工程师,https://www.lagou.com/jobs/6437797.html,静安区,18k-25k,易居（中国）企业管理集团有限公司,5-10年,本科,PS、AI、CDR,1. 精通Java开发语言熟悉Scala/Python语言；2、熟练Hadoop、Hive SQL开发能力和程序调优经验；熟悉实时数据计算者优先；3、熟悉大数据生态，熟练使用大数据工具，如Spark/Kylin/HBase/Kafka/Presto/Storm/Flink等；4、熟悉MySQL或PostgreSQL关系型数据库；5、良好的元数据管理、数据质量管理经验；6、良好的逻辑分析能力、沟通能力；7、良好的推动力；强烈的责任心、良好的团队协作，乐于沟通交流和分享；
Java工程师,https://www.lagou.com/jobs/3144548.html,徐汇区,13k-18k,上海大钱信息技术有限公司,3-5年,本科,"发展潜力大,公司氛围好,福利待遇好",岗位职责1、负责/参与项目需求分析和设计2、开发系统功能模块及其文档编写3、维护所开发的软件模块代码，解决开发过程中的技术问题任职要求1、本科及以上学历，必须是计算机或其相关专业，3年及以上软件开发经验2、两年及以上后端Java开发工作经验3、熟悉前端html/css/js/html54、精通Java语言，对Java开源框架如springboot/缓存/Redis/加解密/rabbit MQ或activeMQ/mybatis/quartz等有应用和优化经验5、熟悉JAVA EE规范，精通面向对象分析和设计技术，包括UML建模、设计模式等，并有丰富的实践经验6、熟练掌握SQL语言；熟悉数据库系统 MySQL7、具备银行或预付费卡等第三方支付接口开发经验、具备互联网行业、金融行业从业经验者优先。
java开发,https://www.lagou.com/jobs/3450407.html,普陀区,18k-36k,江苏云柜网络技术有限公司,5-10年,本科,"稳定,成熟团队","岗位职责：1、负责公司运营系统及SOA服务的设计和开发；2、参与产品需求分析和系统架构设计工作；3、根据设计文档或需求说明完成代码编写、测试和维护工作；4、分析并解决软件开发过程中的问题；5、协助测试工程师制定测试计划，定位发现的问题；6、进行定期的code review，保证代码的可持续发展； 任职资格：1、计算机及相关专业本科及以上学历，有大型互联网公司系统开发经验优先 2、精通Java开发，5年以上Java开发经验，有丰富的B/S架构开发经验；3、熟悉Spring, iBatis，Hibernate等开源框架及原理，4、熟悉MySql，有sql调优经验和大数据量、高并发处理经验为佳；5、精通设计模式，具有面向对象的分析能力以及编码能力；6、喜欢新技术的学习、调研和实验，有解决产品技术难题的决心和能力，有创新能力；7、有良好的沟通协调能力，有责任心，思维逻辑性强。"
java开发工程师（中高级）-上海,https://www.lagou.com/jobs/6325473.html,浦东新区,12k-20k,北京开科唯识技术有限公司,3-5年,本科,领导nice,岗位职责： 1，具备作为主力参与新项目的架构设计、概要设计、详细设计、编码实施、测试和文档编写的能力，实现新项目开发上线的目标； 2，根据项目小组总体计划要求，制定功能模块开发计划，负责完成分配的开发任务，并通过自测验证； 3，配合测试人员的验证测试，完成相关文档的编写工作； 4，根据项目小组总体计划要求，完成其它项目相关任务。 备注：履历、学历造假者一律不予录用 任职要求： 1、统招大专及以上学历（统本优先），具备2年以上软件开发相关工作经验，理工科专业，金融行业软件开发经验者，有理财、财富、支付、基金、投融、P2P相关项目经验优先；2、具有良好的沟通能力、团队合作精神、工作积极主动、能承受较大压力； 3、熟悉项目生命周期，熟悉多个项目的主要业务规则和流程，熟悉接口规范的原理；4、熟悉主流数据库（ORACLE、MySQL），具备框架（SSH、SSM等）下开发能力，熟悉或者了解微服务、分布式等优先； 5、努力上进，逻辑思维敏捷，能自主学习。 公司福利： 工作时间： 周一至周五 提供加薪机会：每年的4月或10月 人才推荐：人才推荐奖金、年度人才推荐之星评比 出差福利：出差补贴、带薪出差探亲假、探亲假费用报销、出差住宿 假期福利：除法定的节假日之外，还享有年假，婚假，丧假，生育假等 办理调户：为符合条件的有意向的员工办理入户（限北京和深圳地区） 其他福利：五险一金、年度旅游、年度体检、生日福利、中秋礼金、结婚礼金、生子礼金、餐补、不定期团队活动
Java开发工程师,https://www.lagou.com/jobs/5139782.html,浦东新区,15k-25k,上海华钦信息科技股份有限公司,3-5年,本科,"待遇高,环境好,有前景","全球顶级的外企公司（由于java只为目前有几个，路举例其中一个职位发布）计算机专业或是软件工程专业本科以上学历英语六级以上· 3年以上高流量网站开发经验。· 非常了解Java和Spring MVC，熟悉Spring Cloud的使用并有项目使用经验· 熟悉如何设计和开发REST API· 有数据库技术MySQL和NoSQL（比如MongoDB）的项目使用经验· 对于搜索技术比如Solr，ElasticSearch有项目使用经验· 有常见的分布式系统组件比如ZooKeeper, Kafka, Redis的使用经验· 能够进行软件调试和调优，熟悉常见的日志跟踪系统，比如ELK· 熟悉软件开发的流程和工具，包括常见代码标准、代码评审、代码版本管理工具、构建与单元测试· Eclipse/IntelliJ, Git, Maven的项目使用经验· 流利的中文表达会给您带来加分的能力：· 大数据处理的经验，比如Hadoop/Spark· 对于JavaScriptde.js有一定的了解"
java开发工程师,https://www.lagou.com/jobs/6397669.html,闵行区,15k-25k,上海亚朵商业管理（集团）股份有限公司,3-5年,本科,氛围好 有前景 下午茶 节日礼物,岗位职责：1、 参与新零售电商项目产品系统的设计及开发，按照项目计划，按时提交高质量代码，完成开发任务；2、 规范文档的编写、维护，以及其他与项目相关工作；4、 H5/APP/小程序多端跨平台电商网站及后端服务开发及优化。 岗位要求：1、 大学本科以上学历，3年及以上JAVA开发的经验；2、 有扎实的Java基础，Java多线程、并发以及网络通信的经验；3、 精通主流开源应用框架，如Spring、myBatis、XML、JSON、Maven、Git等开发技术；4、 精通设计模式、OOA/OOD，有一定Linux基础；5、 精通关系型数据库MySQL Oracle等，SQL优化；6、 熟悉Redis、MQ、elasticsearch、Hbase等应用优先；7、 精通分布式系统的设计和应用，微服务、缓存、消息、负载均衡等机制和实现优先；8、 热爱技术，对技术有不懈的追求，喜欢研究开源代码；9、 具备良好的沟通能力和团队协作精神，做事有责任心、有想法、喜欢钻研、热爱技术、有较强的自驱能力及抗压能力。
java开发工程师,https://www.lagou.com/jobs/5679747.html,青浦区,18k-25k,上海中通吉网络技术有限公司,3-5年,本科,每年两次晋升机会，平台成熟,"岗位职责：1、负责应用系统的设计，开发，优化工作；2、负责完成公司技术栈及核心框架的使用推广；3、参与系统代码Review, 并能主导完成优化；4、编写技术文档，拆分业务任务。岗位要求:1、统招本科及以上学历，4年Java编码经验；2、熟悉JAVA语言，熟悉前端开发（js、html、css），熟悉GIT,Maven的使用，精通Spring，SpringMVC，MyBatis；3、具备良好的编码规范，问题排查能力，能独立担当模块的设计开发；4、了解Nginx, Tomcat等web服务器的使用和配置；5、使用过分布式领域中间件技术者优先考虑。如：Dubbo,Spring boot, Spring Cloud，ZK,RPC；6、熟悉敏捷开发，有物流/快递行业、金融、O2O、电商、互联网等行业背景者优先考虑。"
JAVA工程师,https://www.lagou.com/jobs/5820083.html,浦东新区,12k-24k,上海万间信息技术有限公司,3-5年,本科,"空间大,平台大,领导好,福利好",基本职责：1、完成项目的系统分析、设计，并主导完成详细设计的文档和编码任务，确保项目的进度和质量；2、能够在团队中完成Code Review的任务，确保相关代码的有效性和正确性，并能够通过Code Review提供相关性能以及安全的建议；3、能够有效地对初、中级开发工程师进行辅导，帮助其快速成长；4、维护和升级现有软件产品和系统，快速定位并修复现有软件缺陷；基本要求：1、熟练掌握JavaEE框架，如：Velocity，Spring，Hibernate，myBatis等，对SOA的模式有较深的理解，对虚拟机、以及Linux下的开发环境有较深厚的开发经验；2、熟练使用Oracle、Mysql等常用的数据库系统，对数据库有较强的设计能力，同时对数据库连接池的使用，线程池技术等较为熟悉者优先考虑；3、熟悉Tomcat、Jboss等应用服务器，同时对在高并发处理情况下的负载调优有相关经验者优先考虑；4、精通面向对象分析和设计技术，包括设计模式、UML建模等；5、熟练使用设计模式，对领域模型有一定认识；6、有源代码管理和版本控制经验，熟悉相关工具如Subversion；7、具有良好的沟通、团队协作、计划和创新的能力。岗位要求：1、统招本科、三年以上Java及Web应用软件开发经验，一年以上系统设计经验，并熟知软件开发流程；2、熟悉网络编程，具有设计和开发对外API接口经验和能力，同时具备跨平台的API规范设计以及API高效调用设计能力者优先考虑；3、有大中型项目的实际开发经验；有一定的团队管理和项目管理经验者优先；4、熟悉第三方支付清结算；
java开发工程师,https://www.lagou.com/jobs/5782792.html,虹口区,20k-40k,上海掌小门教育科技有限公司,5-10年,本科,技术能力提升快,【职位职责】1.     负责公司业务后台的整体设计，核心代码的开发工作；2.     参与产品的需求、设计文档的编写；3.     充分理解项目需求，完成系统设计、系统架构、编码实现、测试、部署、修改完善等工作，按项目要求保质保量交付产品；4.     持续完善系统功能，确保系统的性能、质量和安全；5.     解决系统遇到的业务、技术方面问题，寻找可行的改进方案并推行6.     跟踪产品线上运行情况，及时发现处理问题；7.     配合相关团队，完成技术部安排的其他工作。 【任职要求】1、计算机相关专业本科及以上学历，具备扎实的计算机理论基础；2、5年及以上Java开发经验，熟悉基本的数据结构、算法、设计模式。3、精通各种主流JAVA框架，包括spring、netty、SpringMVC（Spring-Boot）、MyBatis等，对JVM原理有深层次的理解；4、熟练MySQL，对数据库有较强的设计能力，熟悉基本的linux命令； 5、熟悉Maven项目配置管理工具，熟悉Tomcat、Jboss等应用服务器，熟悉高并发处下的性能优化；6、具备业务抽象和信息建模能力，能够将复杂的业务场景分解、抽象成标准化的业务模型； 7、较强的沟通表达能力；工作主动积极、认真严谨，对系统质量有近乎苛刻的要求意识；8、有高度的工作热情和自我能动性，项目和技术推动和执行能力强，有团队合作精神
java开发工程师,https://www.lagou.com/jobs/6351629.html,静安区,20k-35k,上海欢兽实业有限公司,3-5年,本科,福利待遇、发展前景、公司氛围,岗位职责-- 负责后端系统的开发工作；-- 能够基本了解系统以及交互方面不足，提出相应的解决方案；-- 协助构建海量商业系统存储、计算和传输平台，构建用户行为中心；-- 结合电商商业化特点，提升系统时效性、灵活性、性能；-- 能够在工作中促进团队工作效率、系统效率的提升；任职要求-- 熟悉计算机相关背景知识，熟悉数据结构/算法设计，熟悉操作系统，网络编程；有系统分析和设计的经验；-- 熟悉分布式系统设计，分布式服务治理(zookeeper等)-- 掌握消息(MQ)、缓存(Redis等)、数据库等中间件技术的使用和原理；-- 能够依据架构师的规划独立开发一个模块；-- 精通linux及计算机网络，至少精通一种主流开发语言（Python/PHP/C/C++/Java/... 项目开发使用Java）；有良好的编程习惯；-- 掌握多线程编程技术，有高并发高响应系统设计经验者 加分；-- 有互联网商业化相关项目背景者 加分；-- 具有良好的沟通能力和团队合作能力；-- 主动性强，有强烈的求知欲和创新能力；-- 欢迎具有geek精神的人员加入；
java开发工程师方向,https://www.lagou.com/jobs/6223301.html,黄浦区,25k-35k,上海人赢网络科技有限公司,5-10年,本科,"健身俱乐部,晋升快,扁平化管理,红包雨",岗位职责：1. 按产品需求进行软件设计和编码实现，确保安全、质量和性能；2. 能够完成日常code review并提供相关性能以及稳定性的建议；3. 在复杂环境上进行分布式系统/业务架构，满足业务和技术的快速发展；4. 优秀的团队合作精神，担当，勤奋，严谨并具备项目抗压力；岗位要求：1、3年以上互联网开发经验；2、具有扎实的Java功底，对JVM的原理有一定的了解，具有较好的Java IO、多线程、网络等方面的编程能力；3、熟练掌握Spring Boot、Spring Cloud、MyBatis等开发框架，对Java技术生态有较深入了解；4、熟练掌握MySQL、Redis、MQ、ES等中间件的使用和优化；5、熟悉Linux下常用的命令；6、具有微服务，分布式，高并发大型互联网项目经验优先；7、具有较好的沟通能力，思路清晰，善于思考，能独立分析和解决问题；8、有强烈的责任心和团队合作精神，良好的抗压能力，心态积极，能主动融入团队；
java开发工程师,https://www.lagou.com/jobs/5876022.html,黄浦区,10k-18k,上海点融信息科技有限责任公司,3-5年,本科,大平台,工作职责：1. 分析并梳理风控业务需求，设计架构方案、完成核心逻辑的编码和实现；2. 管控整个软件开发周期的质量，包括设计、编码、测试、部署等过程；3. 优化系统架构，实现系统的分布式、服务化； 职位要求：1. 软件工程、计算机、数学等相关专业，本科及以上学历 ；2. 3年以上JAVA开发经验，2年以上Spring使用经验， 熟悉分布式系统设计原则，理解消息、异步、缓存、事务等相关概念；3. 经历过一个以上完整的大型项目开发周期，并担任系统架构设计和实现相关的任务；4. 理解面向对象、设计模式和架构模式等思想，并将其运用到问题的分析和解决中；5. 好奇心、求知欲、适应力，良好的团队沟通和合作能力；  6. 具有信贷风控相关业务和产品研发经验者优先。
Java开发工程师,https://www.lagou.com/jobs/3643587.html,徐汇区,10k-18k,上海海万信息科技股份有限公司,3-5年,本科,"五险一金,年终奖,体检旅游,过节费","工作职责：1.负责Java项目开发和维护。2.负责软件系统的功能模块设计及相关过程文档的编写。3.参与研究Java技术应用解决方案等, 完成DB/REDIS/接口设计文档。4.应用模块、WEB、接口开发，编写相关文档。5.完成上级领导交办的其他各项事宜。技能要求：1、精通Java/J2EE编程，熟练使用Eclipse/Git/MVN等开发工具，有2年以上开发经验2、有良好的代码书写、注释和单元测试习惯3、熟练使用oracle数据库，有redis，rabbitMQ，spring，zookeeper等经验者优先4、熟悉Linux操作系统，掌握常用的Linux命令，熟悉脚本编程Shell/Python优先5、熟悉主流关系型数据库、NOSQL数据库的架构、开发及部署；"
JAVA,https://www.lagou.com/jobs/4744220.html,长宁区,22k-25k,上海热璞网络科技有限公司,5-10年,本科,"福利丰厚,团队氛围,自由灵活",岗位职责：1、负责公司产品需求分析，概要设计；2、负责公司产品核心代码的编写，并解决系统并发、运行中出现的重要、疑难技术问题；3、负责对系统架构设计、框架优化、重构；4、负责后台采集监控系统开发；5、指导初中级工程师开展系统设计和开发工作；任职要求：1、本科及以上学历，计算机相关专业，4年以上JAVA项目开发工作经验；2、熟练使用Mysql等关系型数据库，有数据结构设计和数据库调优经验，有NOSQL数据库使用经验者优先；3、熟悉redis、memcached等非关系型数据库；4、熟悉常见Java开源框架与程序库，如Spring、Spring MVC、MyBatis、Hibernate、Apache Shiro等， 熟悉常见设计模式，能在项目中灵活运用设计模式；5、具有丰富J2EE架构设计经验；精通java编程、设计模式和组件技术，精通通讯协议，和面向对象思想；6、熟悉软件技术文档的编写；具备良好的文档编制习惯和代码书写规范；7、熟悉各种Java应用服务器的使用，掌握常用开发工具，熟悉LINUX，UNIX操作系统；8、熟悉数据采集分析，监控报表设计；
高级Java开发工程师,https://www.lagou.com/jobs/6035632.html,长宁区,20k-30k,泰为信息科技（上海）有限公司,3-5年,本科,车载导航 外资福利 福利完善 出国机会,"职位描述:                                          1)     同Global团队合作进行软件的设计和研发      2)     集成第三方traffic数据供应商到后端云3)     优化后端云的性能和稳定性                                      4)     支持产品发布，负责后端云相关产品问题  5)     编写高质量的代码以及单元测试                                6)     为设计和实现提供清晰的文档                                                                                                职位要求:                                          1)      计算机专业或相关专业本科或研究生  2)      3年及以上相关开发经验                                3)      有扎实的Java编程基础                                    4)      对面向对象开发有深刻理解                                          5)      有web service开发经验者优先                                   6)      有分布式系统开发经验者优先                                     7)      优秀的英文口语和书面表达能力                                 8)      出色的学习能力，乐于学习新技术9)      热衷于开源项目的学习，研究10)    对Linux, tomcat6+, 消息中间件， 内存数据库，微服务有掌握和了解11)    熟悉敏捷开发，熟悉CI和代码版本控制工具"
java开发工程师,https://www.lagou.com/jobs/6055419.html,闵行区,10k-20k,东航金控有限责任公司,3-5年,本科,福利待遇,"主要工作内容：1、负责东航财务公司产业链金融平台系统功能模块设计并编码实现，确保开发质量与进度； 2、负责产业链金融平台系统相关的功能接口、数据接口开发，实现业务功能；3、参与项目需求分析和设计，撰写项目相关产品文档和技术文档。岗位素质的要求：1、3年Java开发经验，同时精通python者优先； 2、熟练使用Spring，SpringMVC，Mybatis, Zookeeper，Dubbo及Redis；3、具备Oracle、MongoDB等数据库设计和SQL优化经验；4、精通JavaScript/CSS/HTML5等前端技术者优先； 5、熟悉linux命令及中间件的安装；6、具有良好的团队合作能力。"
Java开发工程师（中高级）,https://www.lagou.com/jobs/6214756.html,浦东新区,20k-35k,上海康耐特旗计智能科技集团股份有限公司,3-5年,本科,上市公司 金融科技,岗位职责：1、负责公司金融产品的服务端核心代码开发； 2、解决产品研发过程中碰到的各种技术难题，突破性能瓶颈； 3、掌握最新的公司业务流程，确保开发能够准确的实现业务需求；4、能够从架构设计的角度思考优化解决问题；任职要求：1、本科及以上学历，计算机相关专业，金融科技及信贷经验优先考虑； 2、3年以上服务端核心开发经验，其中1年以上消金或贷款类平台核心账务或风控模块工作经验 ;3、熟悉J2EE规范，掌握常用的设计模式；熟悉高并发、高性能的分布式系统的设计及应用、调优 4、深入了解互联网常用技术栈，springcloud、springboot、dubbo、redis、spring、mybatis等开源组件和技术 ；5、新的思维，并能从技术趋势和思路上能影响技术团队； 6、有激情、愿意分享，自驱能力强，良好的结果导向和抗压能力。
Java研发工程师（数据报表方向）02-07-08,https://www.lagou.com/jobs/5684779.html,长宁区,15k-25k,杭州大搜车汽车服务有限公司,3-5年,不限,"福利多多,领导好,环境好,氛围好","【岗位职责】1. 负责根据开发进度和任务分配，完成相应模块的开发任务，并在过程中解决关键问题和技术难题；  2. 负责参与需求分析、设计，高质量完成开发任务，确保高性能处理和系统的稳定性；              3. 参与软件工程文档、产品文档的编写。【任职要求】1. 统招计算机或相关专业本科毕业，具有2～5年Java开发经验或数据建模、大数据经验；2. 熟悉Spring, Spring MVC, MyBatis等开源框架和其理念，熟悉常见的一些设计模式；3. 熟悉Linux下的常用命令，熟悉Mysql，有较好的数据库表设计能力；4. 熟悉关系型数据库、大数据、数据建模等相关知识，有数据项目经验；5. 具备良好的表达和沟通能力、具备团队合作精神，对工作热情，有一定的抗压能力，有责任心和独立分析能力。【优先条件】—熟悉Memcached、Redis、MQ等高性能并发中间件者优先； —熟悉J2EE系统架构，有丰富的Java Web项目开发经验，有大型项目开发经验者优先；"
高级java开发工程师（车险、保险）,https://www.lagou.com/jobs/6248413.html,普陀区,19k-29k,上海裕宁信息科技有限公司,5-10年,不限,流行技术 五险一金 节假日福利 年终奖,"1. 至少五年以上在保险相关领域的工作经验；2. 沟通能力强，责任心强，能够主动进行思考；3. 技术能力扎实,熟悉spring,dubbo,hibernate等主流应用开发框架；4. 熟悉ORACLE,MYSQL等常规关系型数据库，熟悉NO-SQL数据库尤佳；5. 能够主动协助解决在项目实施过程中所遇到的技术问题。"
初级java开发工程师,https://www.lagou.com/jobs/5482650.html,黄浦区,15k-30k,北京至上泽思信息技术有限公司,3-5年,本科,"五险一金,补充医疗,节日福利,带薪年假",岗位职责：1、负责公司风控云平台项目核心系统设计、开发工作；2、负责Java开发工作，能够快速实现功能并保证代码质量；3、负责开发和维护统软件架构，发现和解决存在的技术问题，保证系统的性能和稳定性。任职要求：1、本科及以上学历，有三年以上开发经验；2、JAVA和数据库基础好，熟悉设计模式；3、熟悉常用的开源框架，如 Spring / SpringMVC / Mybatis / Hibernate / Guava等；4、有数据库、分布式、性能优化、高并发、高可用性系统设计开发经验，追求编写优雅高质量的代码；5、了解多线程 / 锁，使用 JUC 解决过实际问题；6、了解序列化、RPC、SOA，有服务化架构经验；7、有高可用架构经验，了解同城双活、异地多活者优先；8、熟悉常用的数据挖掘及算法，并有结合业务做大数据分析计算经验值优先；9、有数据仓库、决策引擎等相关项目开发经验优先。
高级Java开发工程师,https://www.lagou.com/jobs/4820070.html,青浦区,15k-25k,圆通速递有限公司,3-5年,本科,"上市公司,项目激励,扁平管理,发展空间广",岗位职责：1、参与需求讨论、制定项目开发计划、check点检查、上线计划等项目管理工作。 2、监控系统运行健康状态，及时优化系统性能。 3、参与软件质量审查，提升员工开发质量和效率。 4、企业SOA服务化设计和实施；5、参与公司项目产品的设计与研发 6、带领初级工程师完成项目的核心编码，配合项目主管做好项目管理 7、全程参与产品的需求分析、设计、开发以及测试几个阶段 8、完成APP日常项目的维护与发版 任职要求：1、计算机相关专业大专及以上学历。2、3~5年JAVA项目开发经验；有过大型项目经验优先考虑。3、熟悉设计模式，具有面向对象的分析和设计的能力；具有丰富的J2EE架构设计经验。4、精通java、spring mvc、mybatis；熟悉jsp、Jquery、JavaScript/Ajax，Extjs熟悉优先5、熟悉统一建模语言（UML），能运用UML的方法和工具进行面向对象的分析和设计。6、喜欢研究新技术，熟悉spring boot，spring cloud等jdk新特性。有微服务项目经验优先7、有MySql数据库分布式经验优先8、有dubbo、redis、SpringCloud、kafka，mq等中间件开发经验优先。9、思路清晰，善于思考，能独立分析和解决问题。10、责任心强，做事细心 、有恒心和毅力、具备良好的团队合作精神和承受压力的能力。
中级Java开发工程师,https://www.lagou.com/jobs/6157421.html,浦东新区,20k-30k,上海派拉软件股份有限公司,5-10年,本科,年终奖高，晋升空间大，扁平化管理,岗位职责：1、参与软件产品项目规划工作，制定具体项目实施方案； 2.参与软件开发技术和规范及标准流程的改进； 3.参与软件系统的设计和分析； 4.根据开发进度和任务分配，完成相应模块软件的设计、开发、编程、测试工作。职位要求：1、本科及以上学历，计算机相关专业毕业，具有5年及以上Java开发经验，参与过大型项目的开发和设计；2、扎实的Java编程基础，具有良好的编程习惯和代码编写能力；能够熟练应用Springcloud、Spring Boot等开发框架技术；熟悉中间件；3、熟悉MySQL、Oracle、Sqlserver等数据库，精通SQL语法，熟悉Redis缓存数据库；4、熟悉Git，Maven工具；5、有责任心和较强的学习能力，对新技术和领域能快速掌握并实践；6、具有较强的逻辑思维能力，能够独立承担系统设计任务。【关于我们】1、年终14-18薪+丰厚奖金+各种补贴+弹性工作+五险一金+法定假期+商业保险+员工体检2、员工集体旅游/团建+优秀员工个人/家庭出国游+优秀达人出游+各种有的没的你想到的想不到的福利3、每年1-2次调薪+代码大神专业技能手把手培训+优秀人才股权激励+宽广的晋升空间4、读书会+马拉松+达人旅行团是我们的日常传统，CEO带着你一起冲刺马拉松。。。5、生日会+周年庆+丰富多彩的部门团建。 PS：1、对，我们不打卡！不打卡！！不打卡！！！2、有且不仅有以上福利，而且是真的真的真的有~~~3、加入我们，每天与码农大神面对面，我们的团队都是大神，真的真的真的，都是都是都是~~~【了解我们】1、官网：http://www.paraview.cn/2、公众号：派拉软件
中级java工程师(浦东唐镇统招本科),https://www.lagou.com/jobs/5985104.html,浦东新区,9k-13k,上海沸橙信息科技有限公司,3-5年,本科,大型企业项目，领导好，氛围好，团建。,职位描述1.理解用户需求，参与概要设计，进行详细设计；2.按照规范进行java代码开发，并负责代码质量检查，保证代码符合技术规范；3.进行代码调试和单元测试，并配合测试工作；4.进行程序性能分析和优化工作；任职要求：1. 大学本科及以上学历。2. 2年以上以上J2EE应用软件开发工作经验。3. 有保险/金融行业相关项目工作经验者优先。4. 精通JAVA语言、JSP、JavaScript、SERVLET、JDBC，熟悉Struts架构、iBatis或者Hibernate。5. 熟悉Oracle数据库，精通PL/SQL。6. 熟悉软件开发过程。7. 熟练使用CVS、SVN版本管理工具。
初级Java开发工程师,https://www.lagou.com/jobs/6197666.html,浦东新区,8k-14k,上海讯联数据服务有限公司,1-3年,不限,奖金，旅游，十四薪，员工期权,我们是CardInfoLink讯联数据，亚太地区领先的移动支付Fintech企业。我们由红杉资本中国和日本TIS Intec集团投资，并通过PCI DSS和ISO 27001认证。我们总部在上海，在无锡设有专业的软件交付中心，在北京、香港、东京、新加坡、曼谷设有客户服务分支机构，讯联数据的服务系统，基于中国大陆，逐步扩展海外，辐射整个亚太地区。我们企业善良、包容、中西合并；小伙伴聪明而自信开朗；还有全球化业务和出差机会；国内顶级Go开发者论坛的讲师；SaaS产品服务全球和国内顶级客户，IT赋能客户成长.职位诱惑：全年十四薪，五险一金，期权鼓励；工作日每天有餐补和交通补贴；大牛带队，技能培训，职位晋升；家人关爱，为你为我。 你的职责：1、负责服务端系统的开发和维护工作；2、对现有系统进行持续改进和优化。我们期望:你热爱编程，熟悉SSM、SpringBoot等常用 Java 框架，熟悉常用的设计模式，不仅能够写出简洁、优美、富有逻辑的程序，更有着挑战新事物新任务的激情；或者你自认为不是高手，但有灭掉任何高手的勇气和信心。加分项1、熟悉 Golang语言；2、具备良好的沟通、组织、协调能力，较强的语言组织及表达能力；3、具备高负载、高并发系统设计、开发经验者优先；4、具备支付系统、会员卡、积分、营销系统的开发经验者优先。 薪酬：14薪+年终奖金+项目奖励+分享1亿的超大期权池对你未来的期许：简单说就是：工作就是不断的输入，不断地输出，输入的是知识或技能，输出的也是知识或技能，我们看到你的表现，优异者有机会进入核心团队，晋升为研发中心一哥一姐！ 在一个对的时间、遇见一个对的企业，未来5年的成长，期许一段不负自己不负时代的波澜壮阔。期待你来，讯联数据大家庭！
java开发工程师,https://www.lagou.com/jobs/6289712.html,杨浦区,15k-30k,上海九鞅科技有限公司,3-5年,本科,量化软件工程师，与行业顶尖团队直接合作,"团队简介：九鞅科技公司专注于全球固定收益市场投资、风险模型、组合管理等核心技术，致力于成为中国固定收益市场金融科技平台的开拓者与领航者。九鞅科技团队拥有世界先进的行业经验和领先技术，旨在为银行、保险、证券、资管等各类型机构提供固定收益投资的全方位解决方案。九鞅的团队包括有数十年经验的前世界顶级投行董事总经理,前全球知名冲基金首席投资官,前国内顶级投行量化投资负责人,金融及计算机人工智能领域资深教授及博士。中国债券市场已跃居全球前两大，开放脚步日益加快, 境内外投资者投资和交易中国债券市场充满挑战与机遇。九鞅科技组合及风管平台融合世界最顶尖的专业知识技术及对本地市场深度了解，为中国债券的投资者提供先进的收益分析及投资组合管理系统。该职位上的量化软件工程师将担当起九鞅科技固定收益量化平台前后端的开发工作。软件开发工作将主要使用Java、Python和MySQL等，同时与投资经理和量化分析师团队紧密合作, 一同打造具国际领先水平的新一代固定收益量化平台。对于具有优秀技术的初级或中级开发人员来说，这是他们在金融技术领域迈向职业生涯下一个阶段的绝佳机会。岗位职责：- 参与全球固定收益市场投资组合和风险管理平台的开发，- 参与项目中业务功能接口协议和基础类库的设计，解决项目中的关键问题和技术难题；- 维护和提升现有代码库, 并负责编写相关模块概要设计、详细设计等技术文档；- 配合架构师和测试人员，共同完成系统开发。- 协助完成各种后勤任务，如数据采集/仓储/清洁和配置高性能计算机集群;- 与客户的IT部门合作，实施综合固定收益投资组合管理解决方案。 岗位要求：- 计算机及相关专业统招大专及以上学历- 二年及其以上的java的开发经验；- 熟悉J2EE体系架构，熟练使用Spring、Struts2、SpringMVC、Hibernate、Mybatis等常用开发框架；·   熟悉Java多线程开发, 了解各种网络协议：TCP、UDP、Http、SMTP、POP3等；- 熟练掌握面向对象的分析与设计方法、以及关系型数据库结构设计；- 熟悉MySQL/Oracle以及一种或多种NoSQL DB,像Redis, MongoDB相关架构以及优化方案；- 熟悉linux, nginx, git, maven, gradle等相关开发部署环境- 具有良好的表达和沟通能力,能独立撰写与整理设计和开发文档；- 具有良好的沟通能力和协调能力，优秀的学习能力，具备良好的团队精神，能承受工作压力，富有进取心"
